PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SalePrice
914452190,20,6,71.0,9187,2,0,4,3,4,2,1,15,3,3,1,1,6,5,1983,1983,2,2,15,0,0,0.0,4,3,3,3,0,5,336.0,0.0,748.0,1084.0,2,3,1,1,0,0,1080,0.0,0.0,1,1,3,1,1,0,2,1,2.0,484.0,3,3,120,0,158,0,0,0,0,0,0,0,6,2007,1,11.80560254159177
528365070,60,6,90.0,9900,2,0,4,1,4,1,2,17,3,3,1,4,7,5,1993,1993,2,2,7,0,2,256.0,3,3,4,3,3,6,987.0,0.0,360.0,1347.0,2,5,1,1,1274,0,2646,1.0,0.0,2,1,4,1,1,3,2,2,3.0,656.0,3,3,340,60,144,0,0,0,0,0,0,0,4,2009,1,12.468440756144114
907420060,60,6,64.0,8333,2,0,4,2,4,1,1,6,3,3,1,4,7,5,2006,2006,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,738.0,738.0,2,4,1,1,753,0,1491,0.0,0.0,2,1,3,1,1,4,2,2,2.0,484.0,3,3,100,30,0,0,0,0,0,0,0,0,5,2007,1,12.035734994038894
527158090,80,6,0.0,10147,2,0,1,2,4,3,1,9,3,3,1,8,6,5,1994,1994,2,2,7,0,2,32.0,3,3,4,3,0,2,186.0,0.0,206.0,392.0,2,4,1,1,770,0,1694,0.0,0.0,2,1,3,1,1,3,4,3,2.0,398.0,3,3,256,64,0,0,0,0,0,3,0,0,3,2007,1,11.982935344196433
902136110,50,8,44.0,5914,2,1,4,2,4,1,1,21,3,3,1,2,5,9,1890,1996,2,2,16,Grvl,0,0.0,3,1,2,3,0,1,0.0,0.0,684.0,684.0,2,4,1,1,396,0,1080,0.0,0.0,1,0,3,1,1,0,0,0,0.0,0.0,0,1,0,165,30,0,0,0,0,0,0,0,9,2008,1,11.461642696843066
906392130,60,6,79.0,11646,2,0,1,2,4,1,1,6,3,3,1,4,6,5,2005,2006,2,2,15,0,0,0.0,3,3,4,3,2,1,0.0,0.0,704.0,704.0,2,5,1,1,718,0,1422,0.0,0.0,2,1,3,1,1,4,2,3,2.0,440.0,3,3,36,28,0,0,0,0,0,0,0,0,7,2009,1,12.06105265381003
528488130,20,3,60.0,7200,2,2,4,2,4,1,1,25,3,3,1,1,7,5,2006,2006,2,2,15,Pave,0,0.0,3,3,4,4,0,1,0.0,0.0,1293.0,1293.0,2,5,1,1,0,0,1301,1.0,0.0,2,0,2,1,1,4,2,2,2.0,572.0,3,3,216,121,0,0,0,0,0,0,0,0,8,2006,4,12.142871895843887
527301170,60,6,46.0,20544,2,0,1,2,4,3,1,NWAmes,3,3,1,4,7,6,1986,1991,2,2,11,0,2,123.0,4,2,4,3,0,1,0.0,0.0,791.0,791.0,2,4,1,1,857,0,2093,0.0,0.0,2,1,3,1,1,3,2,3,2.0,542.0,3,3,364,63,0,0,0,0,0,3,0,0,11,2008,1,12.278397958261774
905107380,20,6,0.0,9981,2,0,1,2,4,2,1,23,3,3,1,1,5,5,1967,1967,2,2,9,0,2,340.0,3,2,3,3,1,4,221.0,0.0,852.0,1073.0,2,4,1,1,0,0,1073,0.0,0.0,1,0,3,1,1,0,2,2,1.0,270.0,3,3,0,90,0,0,0,0,0,3,0,0,3,2008,1,11.695255355062795
528439080,20,6,70.0,8251,2,0,4,2,4,1,1,25,3,3,1,1,7,5,2005,2006,2,2,15,0,2,143.0,3,3,4,4,2,6,778.0,0.0,716.0,1494.0,2,5,1,1,0,0,1506,1.0,0.0,2,0,3,1,1,4,2,2,2.0,672.0,3,3,192,35,0,0,0,0,0,0,0,0,4,2007,1,12.425212191503038
534175100,20,6,78.0,10140,2,0,4,2,4,1,1,NWAmes,5,3,1,1,7,6,1967,1967,4,2,7,0,2,264.0,3,2,3,3,0,4,553.0,68.0,713.0,1334.0,2,4,1,1,0,0,1334,1.0,0.0,2,0,3,1,1,0,2,2,2.0,477.0,3,3,0,20,35,0,264,0,0,0,0,0,4,2006,1,12.010671928196443
916252170,120,8,0.0,8239,2,0,1,2,4,1,1,11,3,3,4,1,7,5,1986,1986,2,2,4,0,0,0.0,3,2,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,1,0,0,1295,0.0,0.0,2,0,2,1,1,0,2,2,1.0,312.0,3,3,0,0,0,0,0,0,0,0,0,0,11,2006,1,12.345838935721968
903426010,70,8,0.0,5700,2,0,1,2,4,2,1,21,2,3,1,4,7,6,1929,1990,2,2,16,0,0,0.0,3,1,3,3,0,3,336.0,0.0,336.0,672.0,2,4,0,2,672,0,1344,1.0,0.0,1,1,3,1,1,4,2,1,2.0,456.0,3,3,0,0,70,0,0,0,0,4,0,0,9,2007,1,11.849404844423074
535452140,20,6,60.0,7200,2,0,4,2,4,2,1,20,3,3,1,1,5,7,1952,1952,2,2,9,0,0,0.0,4,2,3,4,0,5,630.0,102.0,0.0,732.0,2,3,1,1,0,0,732,1.0,0.0,1,0,2,1,1,0,6,1,1.0,240.0,3,3,0,68,0,0,0,0,0,0,0,0,9,2009,1,11.686046493072437
906378110,20,6,71.0,9178,2,0,4,2,4,1,1,6,3,3,1,1,8,5,2008,2008,2,2,15,0,0,0.0,3,3,4,3,2,1,0.0,0.0,1468.0,1468.0,2,5,1,1,0,0,1468,0.0,0.0,2,0,3,1,1,4,2,2,3.0,904.0,3,3,192,142,0,0,0,0,0,0,0,0,6,2009,1,12.3879816172226
527452070,120,6,53.0,4043,2,0,4,2,4,1,1,18,3,3,4,1,6,5,1975,1975,2,2,11,0,0,0.0,3,2,4,3,0,5,727.0,156.0,186.0,1069.0,2,4,1,1,0,0,1069,0.0,1.0,2,0,2,1,1,1,2,2,2.0,440.0,3,3,0,55,0,0,225,0,0,0,0,0,7,2006,1,11.893421422254848
923225080,120,8,0.0,4224,2,0,4,2,4,1,1,14,3,3,4,1,5,6,1975,1975,2,2,6,0,0,0.0,3,3,4,3,0,6,769.0,0.0,271.0,1040.0,2,4,1,1,0,0,1040,0.0,0.0,1,0,3,1,1,0,2,1,2.0,499.0,3,3,0,100,0,0,0,0,0,0,0,0,6,2008,1,11.728044909070785
905100060,190,6,75.0,11235,2,0,4,2,4,1,1,23,3,3,2fmCon,7,5,5,1963,1963,2,2,7,0,0,0.0,3,2,4,3,2,5,925.0,0.0,0.0,925.0,2,3,1,1,0,0,999,1.0,0.0,1,0,3,1,1,0,6,1,1.0,308.0,3,3,40,176,0,0,0,0,0,3,0,0,3,2007,1,11.775297421715827
531385070,20,6,65.0,8450,2,0,4,2,4,1,1,24,3,3,1,1,7,5,2000,2001,2,2,15,0,2,108.0,3,3,4,3,0,1,0.0,0.0,1349.0,1349.0,2,5,1,1,0,0,1349,0.0,0.0,2,0,3,1,1,0,2,1,2.0,539.0,3,3,120,55,0,0,0,0,0,4,0,0,12,2007,1,12.095146671399466
527180100,20,6,99.0,11851,2,0,4,2,4,2,1,9,3,3,1,1,7,5,1990,1990,2,2,7,0,0,0.0,3,3,4,3,0,1,0.0,0.0,1424.0,1424.0,2,5,1,1,0,0,1442,0.0,0.0,2,0,3,1,1,0,2,2,2.0,500.0,3,3,0,34,0,508,0,0,0,0,0,0,5,2009,1,12.103491596905931
902125160,30,8,47.0,4608,2,0,4,2,4,2,1,21,1,3,1,1,4,6,1945,1950,2,2,9,0,0,0.0,4,2,3,3,0,1,0.0,0.0,747.0,747.0,2,3,1,1,0,0,747,0.0,0.0,1,0,2,1,1,0,2,1,1.0,220.0,3,3,0,0,0,0,0,0,0,0,0,0,6,2010,1,11.289794413577894
528435030,20,6,78.0,9262,2,0,4,2,4,1,1,25,3,3,1,1,8,5,2008,2009,2,2,6,0,4,194.0,3,3,4,3,0,1,0.0,0.0,1573.0,1573.0,2,5,1,1,0,0,1578,0.0,0.0,2,0,3,1,1,4,2,3,3.0,840.0,3,3,0,36,0,0,0,0,0,0,0,0,5,2009,4,12.567554517655415
902427045,20,8,70.0,12702,2,0,4,2,4,1,1,21,3,3,1,1,5,5,1956,1956,2,2,4,0,0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1,2,0,0,882,0.0,0.0,1,0,2,1,1,0,6,1,1.0,308.0,3,3,0,45,0,0,0,0,0,0,0,0,12,2008,1,11.48247656671073
528228360,120,6,0.0,2938,2,0,4,2,4,1,1,1,3,3,4,1,7,5,2002,2002,2,2,15,0,2,40.0,3,3,4,3,2,6,1038.0,0.0,330.0,1368.0,2,5,1,1,0,0,1511,1.0,0.0,2,0,2,1,1,3,2,3,2.0,398.0,3,3,130,30,0,0,0,0,0,0,0,0,5,2006,1,12.417107177699299
527175130,20,6,160.0,18160,1,0,4,2,4,1,1,9,3,3,1,1,6,6,1964,1964,2,2,7,0,1,138.0,3,2,3,3,2,4,550.0,0.0,752.0,1302.0,2,2,1,1,0,0,1128,1.0,0.0,1,0,3,1,1,3,2,1,2.0,480.0,3,2,0,108,246,0,0,0,0,3,0,0,3,2007,1,11.946038165007204
535425060,20,6,76.0,11355,2,0,1,2,4,2,1,20,3,3,1,1,7,7,1958,2001,2,6,7,0,2,125.0,3,2,3,3,0,4,637.0,0.0,675.0,1312.0,2,5,1,1,0,0,1312,0.0,0.0,1,1,3,1,1,4,2,2,2.0,495.0,3,3,0,304,144,0,0,0,0,3,3,6500,4,2008,1,12.133507329024972
527451550,160,8,21.0,1680,2,0,4,2,4,1,1,3,3,3,Twnhs,4,5,5,1972,1972,2,2,7,0,2,356.0,3,2,3,3,0,3,350.0,0.0,280.0,630.0,2,3,1,1,672,0,1302,0.0,0.0,2,1,3,1,1,0,6,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,0,12,2008,1,11.624028460981638
528176010,20,6,110.0,14300,2,0,4,4,4,1,2,19,3,3,1,1,9,5,2003,2004,4,2,15,0,2,1095.0,3,3,5,3,3,6,1373.0,0.0,1473.0,2846.0,2,5,1,1,0,0,2696,1.0,0.0,2,1,3,1,1,4,2,3,3.0,958.0,3,3,220,150,0,0,0,0,0,0,0,0,6,2010,1,13.122365377402328
906378190,60,6,65.0,10616,2,0,1,2,4,1,1,6,3,3,1,4,7,5,2007,2007,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,628.0,628.0,2,5,1,1,728,0,1356,0.0,0.0,2,1,3,1,1,4,4,3,2.0,484.0,3,3,100,24,0,0,0,0,0,0,0,0,3,2008,4,12.086387802584193
528108070,60,6,96.0,11308,2,0,1,2,4,1,1,19,3,3,1,4,9,5,2008,2008,2,2,15,0,4,154.0,3,3,5,3,2,6,936.0,0.0,168.0,1104.0,2,5,1,1,1054,0,2184,1.0,0.0,2,1,3,1,1,4,2,3,3.0,836.0,3,3,0,102,0,0,0,0,0,0,0,0,7,2009,1,12.721888795877375
527359070,60,6,80.0,10480,2,0,4,2,4,1,1,NWAmes,3,3,1,4,7,6,1976,1976,4,2,11,0,2,660.0,3,2,3,3,0,5,403.0,0.0,400.0,803.0,2,3,1,1,866,0,1964,0.0,0.0,2,1,4,1,1,4,2,2,2.0,483.0,3,3,0,69,0,0,0,0,0,0,0,0,9,2008,1,12.230770136157428
527184110,120,6,35.0,5118,2,0,1,4,4,1,1,26,3,3,4,1,8,5,1990,1990,2,2,6,0,0,0.0,3,3,4,3,3,6,926.0,0.0,386.0,1312.0,2,4,1,1,0,0,1321,1.0,0.0,1,0,1,1,1,3,2,2,2.0,484.0,3,3,0,64,140,0,0,0,0,0,0,0,8,2007,1,12.264346270624157
911370510,120,8,44.0,3811,2,0,1,4,4,2,2,7,1,3,4,1,8,5,2004,2005,4,2,6,0,4,186.0,3,3,5,3,3,6,1373.0,0.0,221.0,1594.0,2,5,1,1,0,0,1646,1.0,1.0,2,0,2,1,1,4,2,3,2.0,525.0,3,3,128,53,0,0,155,0,0,0,0,0,5,2010,1,12.413090879946887
527302070,20,6,0.0,10825,2,0,1,2,4,1,1,NWAmes,3,3,1,1,7,7,1983,1983,2,2,17,0,2,174.0,3,2,4,3,1,6,747.0,0.0,513.0,1260.0,2,3,1,1,0,0,1260,1.0,0.0,2,0,3,1,1,0,2,1,2.0,598.0,3,3,152,0,0,0,0,0,0,0,0,0,7,2008,1,12.111217862017215
902206040,50,8,50.0,5500,2,0,4,2,4,2,1,21,3,3,1,2,5,7,1929,2001,2,2,16,0,0,0.0,3,1,3,3,0,2,234.0,692.0,0.0,926.0,2,3,1,1,0,390,1316,1.0,0.0,1,0,3,1,1,0,6,1,2.0,484.0,3,3,0,0,0,0,0,0,0,0,0,0,4,2010,1,11.775297421715827
902105110,70,8,60.0,9600,2,1,4,2,4,1,1,21,3,3,1,4,5,7,1910,2002,2,2,16,Grvl,0,0.0,4,1,2,2,0,1,0.0,0.0,264.0,264.0,2,5,1,1,664,0,1432,0.0,0.0,2,0,2,1,1,0,6,1,2.0,360.0,3,3,270,0,112,0,0,0,0,4,0,0,5,2007,1,11.790564777297387
906223040,60,6,75.0,9317,2,0,4,2,4,1,1,24,3,3,1,4,7,5,1994,2001,2,2,15,0,0,0.0,4,3,4,4,0,6,497.0,0.0,282.0,779.0,2,5,1,1,929,0,1958,1.0,0.0,2,1,3,1,1,3,2,2,2.0,499.0,3,3,202,93,0,0,0,0,0,0,0,0,7,2007,2,12.301387370778713
907252210,20,6,0.0,11838,2,0,4,2,4,1,1,6,3,3,1,1,8,5,2001,2001,4,2,15,0,0,0.0,3,3,4,3,2,1,0.0,0.0,1753.0,1753.0,2,5,1,1,0,0,1788,0.0,0.0,2,0,3,1,1,3,2,2,2.0,522.0,3,3,202,151,0,0,0,0,0,0,0,0,6,2009,1,12.373707715234994
527365030,60,3,75.0,8004,2,0,1,2,4,1,1,25,5,3,1,4,8,5,2009,2009,2,2,15,0,4,110.0,3,3,4,3,0,6,544.0,0.0,288.0,832.0,2,5,1,1,1103,0,1935,1.0,0.0,2,1,3,1,1,0,4,3,2.0,552.0,3,3,0,150,0,0,0,0,0,0,0,0,12,2009,4,12.481565733211923
903454100,50,8,60.0,6876,2,0,4,3,4,1,1,12,3,3,1,2,6,6,1938,1958,2,2,16,0,0,0.0,3,1,3,3,0,1,0.0,0.0,1272.0,1272.0,2,3,1,1,0,697,1969,0.0,0.0,2,0,4,1,2,4,6,1,2.0,400.0,3,3,0,34,0,0,0,0,0,0,0,0,11,2008,5,11.856522261533737
528250030,60,6,0.0,8396,2,0,1,2,4,1,1,9,3,3,1,4,7,5,2003,2003,2,2,15,0,2,196.0,3,3,4,3,0,1,0.0,0.0,847.0,847.0,2,5,1,1,1139,0,1986,0.0,0.0,2,1,4,1,1,4,4,3,2.0,434.0,3,3,120,48,0,0,0,0,0,0,0,0,5,2008,1,12.269052139516223
916386020,20,6,73.0,9803,2,0,4,2,4,1,1,27,3,3,1,1,7,5,2009,2010,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,1214.0,1214.0,2,5,1,1,0,0,1214,0.0,0.0,2,0,2,1,1,0,2,2,2.0,520.0,3,3,0,25,0,0,0,0,0,0,0,0,1,2010,4,12.099500284773487
528186160,120,6,48.0,6240,2,0,4,2,4,1,1,19,3,3,4,1,8,5,2006,2007,4,2,9,0,2,176.0,3,3,4,3,0,6,846.0,0.0,496.0,1342.0,2,5,1,1,0,0,1342,1.0,0.0,2,0,2,1,1,4,2,3,2.0,550.0,3,3,0,35,0,0,0,0,0,0,0,0,6,2008,1,12.364148469034994
916325080,20,6,0.0,15498,2,0,1,2,4,2,1,27,3,3,1,1,8,6,1976,1976,4,7,13,0,0,0.0,3,2,4,3,2,5,1165.0,400.0,0.0,1565.0,2,3,1,1,0,0,2898,1.0,0.0,2,0,2,1,1,4,2,3,2.0,665.0,3,3,0,72,174,0,0,0,0,0,0,0,5,2008,5,12.567240979056246
528275160,60,6,0.0,12891,2,0,1,2,4,2,1,9,3,3,1,4,8,5,2002,2002,2,2,15,0,0,0.0,3,3,5,3,0,6,651.0,0.0,219.0,870.0,2,5,1,1,1126,0,2004,1.0,0.0,2,1,4,1,1,4,4,3,3.0,644.0,3,3,0,48,0,0,0,0,0,0,0,0,7,2009,1,12.458778882573533
903234160,30,8,60.0,6180,2,0,4,2,4,2,1,4,3,3,1,1,6,5,1926,1950,2,2,16,0,0,0.0,3,1,3,3,0,1,0.0,0.0,960.0,960.0,2,3,0,1,0,0,986,0.0,0.0,1,0,2,1,1,4,6,1,1.0,180.0,3,3,0,128,0,0,0,0,0,0,0,0,5,2007,1,11.532737896139919
903451110,45,8,57.0,7449,2,1,4,3,4,1,1,12,3,3,1,3,7,7,1930,1950,2,2,16,Grvl,0,0.0,3,3,3,3,0,1,0.0,0.0,637.0,637.0,2,5,1,3,0,0,1108,0.0,0.0,1,0,3,1,1,4,2,1,1.0,280.0,3,1,0,0,205,0,0,0,0,4,0,0,6,2007,1,11.845109950883979
535381060,50,6,60.0,10410,2,1,4,2,4,2,1,21,1,3,1,2,3,4,1915,1950,2,2,16,Grvl,0,0.0,3,3,3,3,0,1,0.0,0.0,672.0,672.0,2,3,1,1,520,0,1214,0.0,0.0,1,0,3,1,1,0,6,1,3.0,936.0,3,3,216,0,160,0,0,0,0,3,0,0,1,2006,1,11.561725152903833
526355190,20,6,95.0,15865,2,0,1,2,4,1,2,20,3,3,1,1,8,6,1970,1970,1,6,16,0,0,0.0,4,3,3,4,3,5,351.0,823.0,1043.0,2217.0,2,5,1,1,0,0,2217,1.0,0.0,2,0,4,1,1,3,2,1,2.0,621.0,3,3,81,207,0,0,224,0,0,0,0,0,10,2007,1,12.498745990829315
905426150,80,6,0.0,19690,2,0,1,2,4,3,1,8,3,3,1,8,6,7,1966,1966,1,6,11,0,0,0.0,4,2,4,3,2,1,0.0,0.0,697.0,697.0,2,3,1,1,626,0,2201,0.0,0.0,2,0,4,1,1,4,2,1,2.0,432.0,4,3,586,236,0,0,0,738,3,4,0,0,8,2006,1,12.524420916542532
528228455,120,6,43.0,3182,2,0,4,2,4,1,1,1,3,3,4,1,7,5,2005,2006,2,2,15,0,2,16.0,3,3,4,3,2,6,16.0,0.0,1204.0,1220.0,2,5,1,1,0,0,1220,0.0,0.0,2,0,2,1,1,4,2,3,2.0,397.0,3,3,100,16,0,0,0,0,0,0,0,0,8,2009,1,12.100717685412471
902306130,70,8,60.0,9600,2,0,4,2,4,1,1,21,3,3,1,4,7,9,1928,2005,3,2,9,0,0,0.0,5,1,3,3,0,3,141.0,0.0,548.0,689.0,2,5,1,1,689,0,1378,0.0,0.0,2,0,3,1,1,4,6,1,2.0,360.0,3,1,0,0,116,0,0,0,0,0,0,0,10,2008,1,11.989165855127435
905478190,20,6,60.0,11100,2,0,4,1,4,1,1,8,3,3,1,1,4,7,1946,2006,2,2,9,0,0,0.0,3,2,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,1,0,0,930,0.0,0.0,1,0,2,1,1,0,6,1,1.0,308.0,3,3,0,0,0,0,0,0,0,0,0,0,4,2010,1,11.349241150793087
535304060,190,6,70.0,13587,2,0,4,2,4,1,1,20,3,3,2fmCon,1,5,5,1958,1958,2,2,9,0,0,0.0,3,2,3,3,2,3,532.0,0.0,456.0,988.0,2,3,1,1,0,0,988,1.0,0.0,1,0,2,1,1,0,2,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,0,4,2010,1,11.686887175419702
921201060,20,6,85.0,11447,2,0,1,2,4,1,1,27,3,3,1,1,8,5,2005,2006,2,2,15,0,2,674.0,3,3,5,3,2,6,1571.0,0.0,393.0,1964.0,2,5,1,1,0,0,1964,1.0,0.0,2,1,3,1,1,4,2,3,3.0,892.0,3,3,0,265,0,0,0,0,0,0,0,0,6,2008,1,12.821260987319457
906392080,20,6,64.0,7242,2,0,4,2,4,1,1,6,3,3,1,1,7,5,2005,2006,2,2,15,0,0,0.0,3,3,4,3,0,1,0.0,0.0,1270.0,1270.0,2,5,1,1,0,0,1270,0.0,0.0,2,0,2,1,1,0,2,2,2.0,524.0,3,3,0,96,0,0,0,0,0,0,0,0,7,2007,1,12.077676615757813
906226120,90,6,64.0,7018,2,0,4,2,4,1,1,24,2,3,Duplex,4,5,5,1979,1979,2,2,11,0,0,0.0,3,4,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,1,1120,0,2240,0.0,0.0,2,0,6,2,1,0,6,1,2.0,528.0,3,3,154,0,0,0,0,0,0,0,0,0,6,2009,1,11.870278179170796
533250190,120,6,50.0,9466,2,0,2,2,4,4,1,28,3,3,4,1,8,5,1994,1995,2,2,4,0,0,0.0,3,3,4,3,3,2,457.0,1037.0,0.0,1494.0,2,5,1,1,0,0,1494,1.0,0.0,1,1,1,1,1,4,2,3,2.0,478.0,3,3,0,30,0,0,217,0,0,0,0,0,5,2007,1,12.541476454442867
535152280,20,6,70.0,8400,2,0,4,2,4,2,1,20,2,3,1,1,5,5,1957,1957,2,2,4,0,0,0.0,3,2,2,3,1,4,623.0,0.0,556.0,1179.0,2,4,1,1,0,0,1364,0.0,0.0,1,1,3,1,1,4,2,2,1.0,331.0,3,3,0,60,0,0,0,0,0,4,0,0,3,2006,1,11.790564777297387
907253130,60,6,0.0,11050,2,0,4,2,4,1,1,6,6,3,1,4,9,5,2000,2000,4,2,15,0,2,204.0,3,3,5,3,1,6,904.0,0.0,536.0,1440.0,2,5,1,1,677,0,2153,1.0,0.0,2,1,3,1,1,5,2,3,3.0,736.0,3,3,253,142,0,0,0,0,0,0,0,0,5,2009,1,12.653961664405365
911175360,50,C (all),60.0,11040,2,0,4,1,4,1,2,12,3,3,1,2,4,6,1920,1950,2,2,9,0,0,0.0,3,2,3,3,0,3,637.0,0.0,0.0,637.0,2,4,1,1,439,0,1336,0.0,0.0,1,1,3,1,1,0,5,1,1.0,570.0,3,3,0,47,120,0,0,0,0,0,0,0,9,2006,5,11.58989576532275
908128110,60,6,60.0,6931,2,0,4,2,4,1,1,8,3,3,1,4,7,5,2003,2004,2,2,15,0,4,92.0,3,3,4,3,0,1,0.0,0.0,746.0,746.0,2,5,1,1,896,0,1656,0.0,0.0,2,1,3,1,1,4,4,3,2.0,397.0,3,3,178,128,0,0,0,0,0,0,0,0,7,2008,1,12.016128107502665
907130110,60,6,65.0,12438,2,0,1,2,4,1,1,6,6,3,1,4,6,5,1995,1995,2,2,15,0,2,68.0,3,3,4,3,0,1,0.0,0.0,781.0,781.0,2,5,1,1,704,0,1499,0.0,0.0,2,1,3,1,1,3,2,2,2.0,473.0,3,3,413,91,0,0,0,0,0,0,0,0,8,2006,1,12.138869243416009
528321010,60,6,174.0,15138,2,0,1,2,4,1,1,17,3,3,1,4,8,5,1995,1996,2,2,15,0,2,506.0,3,3,4,3,0,6,689.0,0.0,773.0,1462.0,2,5,1,1,1304,0,2794,1.0,0.0,2,1,4,1,1,3,2,3,3.0,810.0,3,3,0,146,202,0,0,0,0,0,0,0,7,2009,1,12.90669432231532
527327050,60,6,0.0,12046,2,0,1,2,4,1,1,NWAmes,3,3,1,4,6,6,1976,1976,2,2,11,0,2,298.0,3,2,3,3,0,2,156.0,0.0,692.0,848.0,2,3,1,1,912,0,2030,0.0,0.0,2,1,4,1,1,3,2,3,2.0,551.0,3,3,0,224,0,0,0,0,0,0,0,0,6,2007,1,12.180759965737863
535105110,80,6,100.0,9600,2,0,1,2,4,1,1,20,3,3,1,8,6,5,1961,1961,4,2,17,0,2,291.0,3,2,3,3,2,5,600.0,0.0,618.0,1218.0,2,3,1,1,0,0,1254,1.0,0.0,1,0,3,1,1,4,2,2,2.0,525.0,3,3,0,0,0,0,168,0,0,0,0,0,5,2007,1,11.973516181427835
907251100,60,6,90.0,11367,2,0,4,2,4,2,1,6,3,3,1,4,8,5,2002,2002,2,2,15,0,2,210.0,3,3,4,3,1,6,932.0,0.0,133.0,1065.0,2,5,1,1,898,0,1989,1.0,0.0,2,1,3,1,1,4,2,3,2.0,586.0,3,3,199,60,0,0,0,0,0,0,0,0,11,2006,1,12.449022745701502
909428170,20,6,56.0,26073,2,0,1,2,4,3,1,7,3,3,1,1,5,5,1956,1956,2,2,4,0,0,0.0,3,3,3,3,0,3,1116.0,0.0,782.0,1898.0,2,5,1,2,0,0,1898,0.0,0.0,2,1,3,1,1,3,2,1,2.0,484.0,3,3,0,51,224,0,0,0,0,3,0,0,4,2008,1,12.373707715234994
527455250,20,6,65.0,7150,2,0,4,2,4,1,1,20,3,3,1,1,5,6,1966,1966,4,2,7,0,2,52.0,3,2,3,3,0,4,725.0,0.0,263.0,988.0,2,3,1,1,0,0,988,1.0,0.0,1,0,3,1,1,0,6,1,1.0,360.0,3,3,0,0,0,0,0,0,0,0,0,0,11,2007,1,11.769511529284653
909475140,20,6,100.0,15602,2,0,1,2,4,1,1,7,3,3,1,1,7,8,1959,1997,2,2,4,0,0,0.0,3,2,3,3,0,5,1247.0,0.0,254.0,1501.0,2,3,1,1,0,0,1801,1.0,0.0,2,0,1,1,1,3,2,3,2.0,484.0,3,3,0,54,0,0,161,0,0,2,0,0,3,2010,1,12.574185427296195
914476080,90,6,76.0,10260,2,0,4,2,4,1,1,15,3,3,Duplex,4,5,4,1976,1976,2,2,11,0,0,0.0,3,2,0,0,0,0,0.0,0.0,0.0,0.0,2,3,1,1,936,0,1872,0.0,0.0,2,2,4,2,1,0,2,1,2.0,484.0,3,3,0,0,0,0,0,0,0,0,0,0,11,2008,1,11.51293546492023
907275150,60,6,0.0,12728,2,0,4,2,4,1,1,6,3,3,1,4,8,5,2001,2001,2,2,15,0,2,256.0,3,3,4,3,1,6,1198.0,0.0,333.0,1531.0,2,5,1,1,908,0,2439,1.0,0.0,2,1,4,1,1,3,2,3,2.0,560.0,3,3,184,121,0,0,0,0,0,0,0,0,1,2007,1,12.524530013005734
907265100,60,6,96.0,11690,2,0,1,2,4,1,1,6,3,3,1,4,8,5,1999,2000,2,2,15,0,2,192.0,3,3,4,3,2,1,0.0,0.0,850.0,850.0,2,5,1,1,878,0,1764,0.0,0.0,2,1,3,1,1,3,2,1,2.0,560.0,3,3,120,29,0,0,0,0,0,0,0,0,6,2008,1,12.240478903153711
534226060,20,6,71.0,9230,2,0,4,2,4,2,1,20,2,3,1,1,5,8,1965,1998,4,2,9,0,2,166.0,3,2,3,3,1,6,661.0,0.0,203.0,864.0,2,4,1,1,0,0,1200,1.0,0.0,1,1,1,1,1,0,6,1,2.0,884.0,3,3,0,64,0,0,0,0,0,3,0,0,10,2006,1,11.891368749982085
527450460,160,8,21.0,1890,2,0,4,2,4,1,1,3,3,3,Twnhs,4,6,7,1972,1972,2,2,7,0,2,380.0,3,2,3,3,0,5,282.0,0.0,212.0,494.0,2,5,1,1,536,0,1030,0.0,0.0,1,1,3,1,1,0,6,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,0,7,2006,1,11.661354090741
